Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,NPS
ID2469,Joe,2021-02-12,13:24:58,Contract related,Y,Y,77.0,140.0,8.0,,,,,0
ID2470,Dan,2021-02-12,13:24:58,Contract related,Y,Y,31.0,316.0,10.0,,,,,100
ID2471,Diane,2021-02-12,13:29:17,Technical Support,Y,Y,43.0,56.0,4.0,,,,,-100
ID2472,Jim,2021-02-12,13:29:17,Technical Support,Y,Y,38.0,306.0,8.0,,,,,0
ID2474,Diane,2021-02-12,15:53:17,Contract related,Y,N,83.0,144.0,10.0,,,,,100
ID2475,Jim,2021-02-12,17:13:55,Admin Support,Y,Y,122.0,271.0,10.0,,,,,100
ID2476,Dan,2021-02-12,17:13:55,Technical Support,Y,Y,42.0,408.0,10.0,,,,,100
ID2477,Becky,2021-02-12,17:52:48,Streaming,Y,Y,61.0,71.0,8.0,,,,,0
ID2478,Jim,2021-02-12,17:52:48,Streaming,Y,N,103.0,237.0,6.0,,,,,-100
ID2479,Becky,2021-02-12,17:52:48,Streaming,Y,Y,110.0,326.0,8.0,,,,,0
ID2483,Martha,2021-02-13,9:33:07,Technical Support,Y,Y,88.0,135.0,4.0,,,,,-100
ID2485,Stewart,2021-02-13,9:36:00,Technical Support,Y,Y,57.0,144.0,10.0,,,,,100
ID2488,Dan,2021-02-13,9:41:46,Contract related,Y,Y,37.0,365.0,6.0,,,,,-100
ID2489,Greg,2021-02-13,9:54:43,Payment related,Y,Y,62.0,74.0,4.0,,,,,-100
ID2490,Greg,2021-02-13,9:54:43,Streaming,Y,Y,48.0,87.0,8.0,,,,,0
ID2491,Dan,2021-02-13,10:10:34,Technical Support,Y,Y,123.0,192.0,6.0,,,,,-100
ID2492,Greg,2021-02-13,10:10:34,Contract related,Y,Y,83.0,50.0,10.0,,,,,100
ID2493,Joe,2021-02-13,10:33:36,Admin Support,Y,Y,23.0,171.0,10.0,,,,,100
ID2495,Greg,2021-02-13,10:45:07,Streaming,Y,N,27.0,311.0,6.0,,,,,-100
ID2496,Joe,2021-02-13,10:45:07,Admin Support,Y,Y,78.0,383.0,10.0,,,,,100
ID2497,Becky,2021-02-13,11:03:50,Streaming,Y,Y,82.0,312.0,6.0,,,,,-100
ID2498,Jim,2021-02-13,11:03:50,Streaming,Y,Y,50.0,327.0,8.0,,,,,0
ID2499,Diane,2021-02-13,11:32:38,Admin Support,Y,Y,90.0,68.0,8.0,,,,,0
ID2500,Joe,2021-02-13,11:32:38,Admin Support,Y,Y,89.0,313.0,6.0,,,,,-100
ID2501,Martha,2021-02-13,12:12:58,Payment related,Y,Y,79.0,407.0,2.0,,,,,-100
ID2502,Greg,2021-02-13,12:12:58,Contract related,Y,Y,123.0,402.0,4.0,,,,,-100
ID2503,Dan,2021-02-13,12:25:55,Admin Support,Y,Y,97.0,152.0,2.0,,,,,-100
ID2504,Dan,2021-02-13,12:25:55,Technical Support,Y,Y,74.0,357.0,6.0,,,,,-100
ID2505,Jim,2021-02-13,12:27:22,Admin Support,Y,Y,68.0,190.0,10.0,,,,,100
ID2506,Joe,2021-02-13,12:27:22,Streaming,Y,Y,100.0,266.0,10.0,,,,,100
ID2508,Martha,2021-02-13,12:28:48,Contract related,Y,Y,34.0,269.0,8.0,,,,,0
ID2510,Greg,2021-02-13,12:47:31,Contract related,Y,Y,33.0,226.0,2.0,,,,,-100
ID2511,Greg,2021-02-13,12:53:17,Contract related,Y,Y,63.0,313.0,10.0,,,,,100
ID2512,Greg,2021-02-13,12:53:17,Technical Support,Y,Y,54.0,178.0,2.0,,,,,-100
ID2514,Greg,2021-02-13,13:13:26,Technical Support,Y,Y,91.0,222.0,4.0,,,,,-100
ID2515,Becky,2021-02-13,13:16:19,Payment related,Y,Y,89.0,255.0,8.0,,,,,0
ID2516,Joe,2021-02-13,13:16:19,Payment related,Y,Y,75.0,279.0,10.0,,,,,100
ID2517,Greg,2021-02-13,13:30:43,Streaming,Y,Y,54.0,35.0,8.0,,,,,0
ID2518,Stewart,2021-02-13,13:30:43,Payment related,Y,Y,43.0,188.0,6.0,,,,,-100
ID2519,Stewart,2021-02-13,14:28:19,Admin Support,Y,Y,45.0,413.0,8.0,,,,,0
ID2520,Martha,2021-02-13,14:28:19,Payment related,Y,Y,79.0,31.0,10.0,,,,,100
ID2521,Joe,2021-02-13,14:39:50,Technical Support,Y,Y,27.0,194.0,6.0,,,,,-100
ID2522,Diane,2021-02-13,14:39:50,Payment related,Y,Y,59.0,333.0,6.0,,,,,-100
ID2523,Stewart,2021-02-13,15:14:24,Contract related,Y,N,70.0,52.0,8.0,,,,,0
ID2524,Dan,2021-02-13,15:14:24,Payment related,Y,N,92.0,86.0,10.0,,,,,100
ID2525,Greg,2021-02-13,15:33:07,Technical Support,Y,Y,96.0,275.0,4.0,,,,,-100
ID2526,Becky,2021-02-13,15:33:07,Streaming,Y,Y,79.0,310.0,10.0,,,,,100
ID2527,Greg,2021-02-13,15:57:36,Admin Support,Y,Y,115.0,65.0,10.0,,,,,100
ID2528,Jim,2021-02-13,15:57:36,Payment related,Y,Y,71.0,346.0,6.0,,,,,-100
ID2530,Stewart,2021-02-13,16:16:19,Payment related,Y,N,124.0,341.0,8.0,,,,,0
ID2532,Joe,2021-02-13,16:50:53,Contract related,Y,Y,35.0,31.0,10.0,,,,,100
ID2533,Dan,2021-02-13,17:18:14,Contract related,Y,Y,106.0,202.0,6.0,,,,,-100
ID2534,Dan,2021-02-13,17:18:14,Contract related,Y,Y,32.0,213.0,8.0,,,,,0
ID2535,Jim,2021-02-14,9:07:12,Payment related,Y,Y,119.0,258.0,8.0,,,,,0
ID2536,Greg,2021-02-14,9:07:12,Contract related,Y,Y,112.0,269.0,4.0,,,,,-100
ID2537,Stewart,2021-02-14,9:38:53,Technical Support,Y,Y,49.0,250.0,2.0,,,,,-100
ID2539,Joe,2021-02-14,9:46:05,Admin Support,Y,Y,74.0,294.0,6.0,,,,,-100
ID2540,Greg,2021-02-14,9:46:05,Streaming,Y,N,117.0,165.0,8.0,,,,,0
ID2542,Diane,2021-02-14,9:48:58,Admin Support,Y,Y,40.0,411.0,2.0,,,,,-100
ID2543,Martha,2021-02-14,10:24:58,Contract related,Y,Y,87.0,293.0,10.0,,,,,100
ID2544,Martha,2021-02-14,10:24:58,Streaming,Y,Y,58.0,84.0,8.0,,,,,0
ID2545,Becky,2021-02-14,10:30:43,Technical Support,Y,Y,84.0,360.0,8.0,,,,,0
ID2546,Jim,2021-02-14,10:30:43,Payment related,Y,Y,54.0,137.0,4.0,,,,,-100
ID2547,Dan,2021-02-14,10:52:19,Contract related,Y,Y,13.0,336.0,10.0,,,,,100
ID2549,Jim,2021-02-14,11:54:14,Technical Support,Y,Y,42.0,36.0,8.0,,,,,0
ID2550,Stewart,2021-02-14,11:54:14,Payment related,Y,Y,12.0,156.0,2.0,,,,,-100
ID2551,Diane,2021-02-14,12:31:41,Admin Support,Y,Y,13.0,280.0,6.0,,,,,-100
ID2553,Diane,2021-02-14,12:41:46,Streaming,Y,Y,100.0,191.0,10.0,,,,,100
ID2554,Joe,2021-02-14,12:41:46,Payment related,Y,Y,70.0,70.0,4.0,,,,,-100
ID2557,Becky,2021-02-14,13:13:26,Technical Support,Y,Y,102.0,353.0,8.0,,,,,0
ID2558,Becky,2021-02-14,13:13:26,Technical Support,Y,Y,82.0,199.0,6.0,,,,,-100
ID2559,Joe,2021-02-14,13:26:24,Streaming,Y,N,24.0,247.0,10.0,,,,,100
ID2560,Stewart,2021-02-14,13:26:24,Admin Support,Y,Y,10.0,99.0,10.0,,,,,100
ID2562,Stewart,2021-02-14,13:46:34,Streaming,Y,Y,80.0,301.0,2.0,,,,,-100
ID2563,Stewart,2021-02-14,13:50:53,Technical Support,Y,Y,63.0,374.0,8.0,,,,,0
ID2564,Greg,2021-02-14,13:50:53,Contract related,Y,Y,43.0,413.0,8.0,,,,,0
ID2566,Diane,2021-02-14,14:21:07,Payment related,Y,Y,87.0,122.0,8.0,,,,,0
ID2567,Joe,2021-02-14,14:24:00,Technical Support,Y,Y,125.0,364.0,8.0,,,,,0
ID2568,Stewart,2021-02-14,14:24:00,Payment related,Y,Y,56.0,232.0,2.0,,,,,-100
ID2569,Greg,2021-02-14,14:49:55,Payment related,Y,Y,88.0,226.0,6.0,,,,,-100
ID2570,Jim,2021-02-14,14:49:55,Payment related,Y,Y,45.0,77.0,8.0,,,,,0
ID2571,Dan,2021-02-14,14:51:22,Technical Support,Y,Y,24.0,121.0,8.0,,,,,0
ID2572,Jim,2021-02-14,14:51:22,Contract related,Y,Y,23.0,252.0,10.0,,,,,100
ID2573,Becky,2021-02-14,15:34:34,Payment related,Y,Y,66.0,407.0,10.0,,,,,100
ID2575,Joe,2021-02-14,16:27:50,Streaming,Y,Y,67.0,95.0,8.0,,,,,0
ID2576,Becky,2021-02-14,16:27:50,Technical Support,Y,Y,39.0,314.0,2.0,,,,,-100
ID2577,Becky,2021-02-14,16:37:55,Streaming,Y,Y,70.0,39.0,2.0,,,,,-100
ID2578,Jim,2021-02-14,16:37:55,Admin Support,Y,Y,40.0,399.0,10.0,,,,,100
ID2580,Martha,2021-02-14,16:37:55,Admin Support,Y,Y,28.0,386.0,6.0,,,,,-100
ID2581,Joe,2021-02-14,16:50:53,Technical Support,Y,Y,107.0,219.0,4.0,,,,,-100
ID2582,Stewart,2021-02-14,16:50:53,Payment related,Y,Y,62.0,282.0,8.0,,,,,0
ID2583,Diane,2021-02-14,16:53:46,Technical Support,Y,Y,80.0,260.0,8.0,,,,,0
ID2584,Stewart,2021-02-14,16:53:46,Contract related,Y,Y,63.0,186.0,6.0,,,,,-100
ID2585,Becky,2021-02-14,17:09:36,Technical Support,Y,Y,36.0,318.0,6.0,,,,,-100
ID2586,Dan,2021-02-14,17:09:36,Contract related,Y,Y,64.0,125.0,6.0,,,,,-100
ID2587,Greg,2021-02-14,17:09:36,Contract related,Y,Y,110.0,343.0,6.0,,,,,-100
ID2588,Jim,2021-02-14,17:09:36,Admin Support,Y,Y,43.0,382.0,6.0,,,,,-100
ID2589,Jim,2021-02-14,17:11:02,Technical Support,Y,Y,76.0,284.0,10.0,,,,,100
ID2590,Joe,2021-02-14,17:11:02,Technical Support,Y,Y,45.0,149.0,4.0,,,,,-100
ID2591,Martha,2021-02-14,17:36:58,Streaming,Y,N,109.0,72.0,6.0,,,,,-100
ID2592,Joe,2021-02-14,17:36:58,Streaming,Y,Y,68.0,414.0,8.0,,,,,0
ID2593,Greg,2021-02-14,17:42:43,Contract related,Y,N,99.0,414.0,2.0,,,,,-100
ID2594,Dan,2021-02-14,17:42:43,Contract related,Y,Y,27.0,245.0,8.0,,,,,0
ID2595,Greg,2021-02-15,9:00:00,Streaming,Y,Y,14.0,58.0,6.0,,,,,-100
ID2596,Greg,2021-02-15,9:00:00,Admin Support,Y,Y,81.0,261.0,6.0,,,,,-100
ID2597,Dan,2021-02-15,9:33:07,Admin Support,Y,Y,24.0,187.0,6.0,,,,,-100
ID2598,Dan,2021-02-15,9:33:07,Contract related,Y,Y,13.0,348.0,2.0,,,,,-100
ID2599,Becky,2021-02-15,10:01:55,Technical Support,Y,Y,89.0,53.0,2.0,,,,,-100
ID2600,Becky,2021-02-15,10:01:55,Streaming,Y,Y,103.0,357.0,8.0,,,,,0
ID2601,Jim,2021-02-15,10:01:55,Payment related,Y,Y,103.0,228.0,6.0,,,,,-100
ID2603,Stewart,2021-02-15,10:20:38,Contract related,Y,N,59.0,211.0,6.0,,,,,-100
ID2604,Joe,2021-02-15,10:20:38,Payment related,Y,Y,113.0,98.0,6.0,,,,,-100
ID2605,Diane,2021-02-15,11:12:29,Contract related,Y,Y,69.0,112.0,4.0,,,,,-100
ID2606,Diane,2021-02-15,11:12:29,Technical Support,Y,Y,69.0,111.0,4.0,,,,,-100
ID2607,Becky,2021-02-15,11:34:05,Technical Support,Y,N,11.0,307.0,8.0,,,,,0
ID2608,Dan,2021-02-15,11:34:05,Contract related,Y,Y,75.0,251.0,4.0,,,,,-100
ID2609,Jim,2021-02-15,11:41:17,Technical Support,Y,N,24.0,152.0,10.0,,,,,100
ID2610,Becky,2021-02-15,11:41:17,Admin Support,Y,Y,124.0,368.0,6.0,,,,,-100
ID2611,Greg,2021-02-15,11:45:36,Admin Support,Y,Y,32.0,154.0,10.0,,,,,100
ID2612,Stewart,2021-02-15,11:45:36,Admin Support,Y,Y,105.0,394.0,10.0,,,,,100
ID2614,Jim,2021-02-15,11:48:29,Payment related,Y,Y,94.0,63.0,8.0,,,,,0
ID2615,Joe,2021-02-15,12:07:12,Contract related,Y,Y,107.0,136.0,8.0,,,,,0
ID2616,Diane,2021-02-15,12:07:12,Admin Support,Y,Y,79.0,333.0,10.0,,,,,100
ID2618,Becky,2021-02-15,12:21:36,Admin Support,Y,Y,59.0,125.0,8.0,,,,,0
ID2619,Dan,2021-02-15,12:38:53,Technical Support,Y,N,117.0,294.0,6.0,,,,,-100
ID2620,Martha,2021-02-15,12:38:53,Streaming,Y,Y,37.0,111.0,6.0,,,,,-100
ID2621,Dan,2021-02-15,13:00:29,Admin Support,Y,Y,94.0,320.0,8.0,,,,,0
ID2622,Becky,2021-02-15,13:00:29,Technical Support,Y,Y,120.0,165.0,2.0,,,,,-100
ID2624,Martha,2021-02-15,13:26:24,Streaming,Y,Y,50.0,407.0,4.0,,,,,-100
ID2625,Becky,2021-02-15,13:39:22,Payment related,Y,Y,47.0,148.0,10.0,,,,,100
ID2627,Dan,2021-02-15,13:42:14,Admin Support,Y,Y,118.0,173.0,10.0,,,,,100
ID2630,Jim,2021-02-15,14:28:19,Technical Support,Y,Y,14.0,73.0,10.0,,,,,100
ID2631,Dan,2021-02-15,14:29:46,Technical Support,Y,Y,88.0,69.0,6.0,,,,,-100
ID2632,Joe,2021-02-15,14:29:46,Streaming,Y,Y,124.0,52.0,8.0,,,,,0
ID2633,Diane,2021-02-15,14:44:10,Payment related,Y,Y,18.0,48.0,10.0,,,,,100
ID2634,Dan,2021-02-15,14:44:10,Admin Support,Y,Y,22.0,125.0,6.0,,,,,-100
ID2636,Becky,2021-02-15,14:51:22,Streaming,Y,Y,94.0,378.0,10.0,,,,,100
ID2637,Becky,2021-02-15,14:57:07,Technical Support,Y,N,54.0,216.0,6.0,,,,,-100
ID2638,Greg,2021-02-15,14:57:07,Contract related,Y,N,44.0,197.0,10.0,,,,,100
ID2639,Greg,2021-02-15,15:46:05,Admin Support,Y,Y,28.0,263.0,6.0,,,,,-100
ID2640,Jim,2021-02-15,15:46:05,Payment related,Y,Y,103.0,192.0,6.0,,,,,-100
ID2641,Joe,2021-02-15,15:47:31,Technical Support,Y,Y,25.0,47.0,8.0,,,,,0
ID2643,Jim,2021-02-15,16:01:55,Streaming,Y,Y,84.0,250.0,6.0,,,,,-100
ID2644,Dan,2021-02-15,16:01:55,Streaming,Y,Y,36.0,237.0,8.0,,,,,0
ID2646,Stewart,2021-02-15,17:11:02,Payment related,Y,Y,42.0,221.0,8.0,,,,,0
ID2647,Dan,2021-02-15,17:18:14,Streaming,Y,Y,124.0,231.0,6.0,,,,,-100
ID2648,Stewart,2021-02-15,17:18:14,Technical Support,Y,Y,99.0,220.0,10.0,,,,,100
ID2649,Diane,2021-02-15,17:19:41,Streaming,Y,Y,124.0,263.0,10.0,,,,,100
ID2650,Greg,2021-02-15,17:19:41,Admin Support,Y,Y,55.0,385.0,10.0,,,,,100
ID2653,Greg,2021-02-16,9:07:12,Admin Support,Y,Y,64.0,306.0,4.0,,,,,-100
ID2654,Diane,2021-02-16,9:07:12,Technical Support,Y,Y,82.0,294.0,4.0,,,,,-100
ID2655,Diane,2021-02-16,10:04:48,Streaming,Y,Y,50.0,199.0,8.0,,,,,0
ID2656,Stewart,2021-02-16,10:04:48,Contract related,Y,Y,100.0,222.0,8.0,,,,,0
ID2657,Jim,2021-02-16,10:23:31,Admin Support,Y,Y,26.0,414.0,6.0,,,,,-100
ID2658,Dan,2021-02-16,10:23:31,Payment related,Y,Y,75.0,254.0,4.0,,,,,-100
ID2659,Greg,2021-02-16,10:30:43,Technical Support,Y,Y,26.0,388.0,6.0,,,,,-100
ID2660,Dan,2021-02-16,10:30:43,Payment related,Y,Y,21.0,308.0,6.0,,,,,-100
ID2661,Stewart,2021-02-16,10:30:43,Admin Support,Y,Y,53.0,31.0,2.0,,,,,-100
ID2662,Greg,2021-02-16,10:30:43,Streaming,Y,Y,109.0,157.0,6.0,,,,,-100
ID2663,Becky,2021-02-16,11:06:43,Streaming,Y,Y,108.0,364.0,6.0,,,,,-100
ID2664,Stewart,2021-02-16,11:06:43,Contract related,Y,Y,58.0,316.0,10.0,,,,,100
ID2665,Stewart,2021-02-16,11:12:29,Payment related,Y,Y,14.0,351.0,10.0,,,,,100
ID2666,Martha,2021-02-16,11:12:29,Contract related,Y,Y,74.0,331.0,8.0,,,,,0
ID2668,Jim,2021-02-16,11:18:14,Streaming,Y,Y,54.0,166.0,10.0,,,,,100
ID2669,Greg,2021-02-16,11:26:53,Streaming,Y,Y,18.0,223.0,8.0,,,,,0
ID2670,Joe,2021-02-16,11:26:53,Payment related,Y,Y,39.0,373.0,6.0,,,,,-100
ID2671,Martha,2021-02-16,12:10:05,Payment related,Y,Y,31.0,197.0,2.0,,,,,-100
ID2672,Diane,2021-02-16,12:10:05,Technical Support,Y,Y,118.0,300.0,6.0,,,,,-100
ID2674,Joe,2021-02-16,12:50:24,Contract related,Y,Y,118.0,358.0,6.0,,,,,-100
ID2675,Jim,2021-02-16,13:03:22,Payment related,Y,Y,69.0,217.0,8.0,,,,,0
ID2676,Greg,2021-02-16,13:03:22,Payment related,Y,Y,125.0,381.0,10.0,,,,,100
ID2677,Dan,2021-02-16,14:26:53,Streaming,Y,N,47.0,161.0,6.0,,,,,-100
ID2678,Joe,2021-02-16,14:26:53,Payment related,Y,Y,53.0,64.0,2.0,,,,,-100
ID2679,Diane,2021-02-16,14:48:29,Streaming,Y,N,55.0,277.0,4.0,,,,,-100
ID2680,Martha,2021-02-16,14:48:29,Admin Support,Y,Y,91.0,330.0,4.0,,,,,-100
ID2681,Joe,2021-02-16,14:54:14,Technical Support,Y,Y,37.0,323.0,6.0,,,,,-100
ID2682,Jim,2021-02-16,14:54:14,Admin Support,Y,Y,118.0,293.0,8.0,,,,,0
ID2683,Dan,2021-02-16,15:07:12,Technical Support,Y,Y,37.0,336.0,10.0,,,,,100
ID2684,Becky,2021-02-16,15:07:12,Admin Support,Y,Y,124.0,244.0,8.0,,,,,0
ID2685,Greg,2021-02-16,15:20:10,Technical Support,Y,Y,105.0,95.0,8.0,,,,,0
ID2687,Greg,2021-02-16,15:34:34,Technical Support,Y,Y,36.0,207.0,2.0,,,,,-100
ID2688,Martha,2021-02-16,15:34:34,Streaming,Y,Y,87.0,412.0,8.0,,,,,0
ID2689,Becky,2021-02-16,16:04:48,Technical Support,Y,Y,98.0,302.0,8.0,,,,,0
ID2691,Joe,2021-02-16,16:14:53,Payment related,Y,Y,37.0,171.0,6.0,,,,,-100
ID2692,Jim,2021-02-16,16:14:53,Streaming,Y,Y,65.0,288.0,2.0,,,,,-100
ID2693,Diane,2021-02-16,16:24:58,Contract related,Y,Y,117.0,387.0,6.0,,,,,-100
ID2694,Dan,2021-02-16,16:24:58,Streaming,Y,Y,70.0,102.0,8.0,,,,,0
ID2696,Becky,2021-02-16,16:29:17,Streaming,Y,Y,30.0,333.0,6.0,,,,,-100
ID2698,Jim,2021-02-16,16:32:10,Technical Support,Y,N,53.0,279.0,6.0,,,,,-100
ID2699,Becky,2021-02-16,17:12:29,Streaming,Y,Y,69.0,311.0,8.0,,,,,0
ID2700,Stewart,2021-02-16,17:12:29,Contract related,Y,Y,109.0,250.0,2.0,,,,,-100
ID2701,Dan,2021-02-16,17:28:19,Technical Support,Y,Y,17.0,42.0,10.0,,,,,100
ID2702,Martha,2021-02-16,17:28:19,Streaming,Y,Y,109.0,292.0,8.0,,,,,0
ID2703,Greg,2021-02-16,17:31:12,Contract related,Y,Y,50.0,346.0,10.0,,,,,100
ID2704,Becky,2021-02-16,17:31:12,Admin Support,Y,N,22.0,211.0,6.0,,,,,-100
ID2705,Diane,2021-02-16,17:45:36,Contract related,Y,Y,100.0,155.0,8.0,,,,,0
ID2706,Stewart,2021-02-16,17:45:36,Streaming,Y,Y,101.0,315.0,6.0,,,,,-100
ID2707,Becky,2021-02-16,17:52:48,Payment related,Y,Y,15.0,169.0,6.0,,,,,-100
ID2708,Diane,2021-02-16,17:52:48,Contract related,Y,Y,59.0,269.0,10.0,,,,,100
ID2709,Stewart,2021-02-17,9:01:26,Contract related,Y,Y,93.0,195.0,6.0,,,,,-100
ID2710,Becky,2021-02-17,9:01:26,Payment related,Y,Y,81.0,385.0,8.0,,,,,0
ID2711,Jim,2021-02-17,9:17:17,Admin Support,Y,Y,20.0,131.0,2.0,,,,,-100
ID2712,Greg,2021-02-17,9:17:17,Contract related,Y,Y,47.0,35.0,6.0,,,,,-100
ID2713,Diane,2021-02-17,9:23:02,Admin Support,Y,N,17.0,182.0,2.0,,,,,-100
ID2714,Stewart,2021-02-17,9:23:02,Payment related,Y,N,15.0,64.0,6.0,,,,,-100
ID2715,Diane,2021-02-17,9:34:34,Technical Support,Y,Y,94.0,370.0,10.0,,,,,100
ID2716,Martha,2021-02-17,9:34:34,Technical Support,Y,Y,10.0,135.0,10.0,,,,,100
ID2717,Joe,2021-02-17,9:53:17,Admin Support,Y,Y,96.0,252.0,6.0,,,,,-100
ID2718,Joe,2021-02-17,9:53:17,Admin Support,Y,Y,32.0,101.0,8.0,,,,,0
ID2719,Becky,2021-02-17,9:59:02,Streaming,Y,Y,36.0,302.0,2.0,,,,,-100
ID2720,Martha,2021-02-17,9:59:02,Streaming,Y,Y,50.0,102.0,10.0,,,,,100
ID2722,Martha,2021-02-17,10:03:22,Payment related,Y,Y,89.0,33.0,4.0,,,,,-100
ID2724,Joe,2021-02-17,10:36:29,Admin Support,Y,Y,114.0,347.0,10.0,,,,,100
ID2725,Martha,2021-02-17,10:43:41,Streaming,Y,Y,44.0,391.0,10.0,,,,,100
ID2726,Joe,2021-02-17,10:43:41,Admin Support,Y,Y,100.0,366.0,10.0,,,,,100
ID2728,Jim,2021-02-17,11:24:00,Contract related,Y,Y,70.0,49.0,8.0,,,,,0
ID2729,Martha,2021-02-17,11:24:00,Contract related,Y,Y,16.0,243.0,8.0,,,,,0
ID2730,Becky,2021-02-17,11:24:00,Admin Support,Y,Y,49.0,64.0,8.0,,,,,0
ID2731,Joe,2021-02-17,11:28:19,Streaming,Y,Y,96.0,348.0,8.0,,,,,0
ID2732,Greg,2021-02-17,11:28:19,Admin Support,Y,Y,85.0,336.0,8.0,,,,,0
ID2733,Martha,2021-02-17,11:42:43,Contract related,Y,Y,65.0,329.0,4.0,,,,,-100
ID2734,Martha,2021-02-17,11:42:43,Payment related,Y,Y,67.0,30.0,8.0,,,,,0
ID2735,Greg,2021-02-17,12:05:46,Payment related,Y,Y,50.0,69.0,8.0,,,,,0
ID2737,Diane,2021-02-17,12:10:05,Contract related,Y,Y,79.0,202.0,6.0,,,,,-100
ID2738,Greg,2021-02-17,12:10:05,Technical Support,Y,Y,107.0,233.0,8.0,,,,,0
ID2739,Martha,2021-02-17,12:11:31,Contract related,Y,N,52.0,290.0,2.0,,,,,-100
ID2740,Jim,2021-02-17,12:11:31,Streaming,Y,N,104.0,385.0,2.0,,,,,-100
ID2742,Jim,2021-02-17,12:17:17,Contract related,Y,Y,63.0,54.0,2.0,,,,,-100
ID2743,Becky,2021-02-17,13:03:22,Technical Support,Y,Y,79.0,231.0,8.0,,,,,0
ID2744,Greg,2021-02-17,13:03:22,Streaming,Y,N,21.0,391.0,6.0,,,,,-100
ID2745,Becky,2021-02-17,13:24:58,Technical Support,Y,Y,93.0,336.0,6.0,,,,,-100
ID2746,Joe,2021-02-17,13:24:58,Streaming,Y,Y,72.0,172.0,8.0,,,,,0
ID2747,Greg,2021-02-17,13:36:29,Admin Support,Y,Y,84.0,272.0,6.0,,,,,-100
ID2749,Jim,2021-02-17,14:19:41,Admin Support,Y,Y,45.0,124.0,6.0,,,,,-100
ID2751,Dan,2021-02-17,14:29:46,Streaming,Y,N,49.0,81.0,8.0,,,,,0
ID2752,Becky,2021-02-17,14:29:46,Admin Support,Y,Y,110.0,366.0,8.0,,,,,0
ID2753,Diane,2021-02-17,14:32:38,Technical Support,Y,N,58.0,133.0,6.0,,,,,-100
ID2754,Joe,2021-02-17,14:32:38,Contract related,Y,Y,35.0,373.0,8.0,,,,,0
ID2755,Dan,2021-02-17,15:02:53,Payment related,Y,Y,105.0,70.0,8.0,,,,,0
ID2756,Diane,2021-02-17,15:02:53,Payment related,Y,Y,99.0,132.0,6.0,,,,,-100
ID2757,Joe,2021-02-17,15:10:05,Contract related,Y,Y,53.0,242.0,4.0,,,,,-100
ID2758,Greg,2021-02-17,15:10:05,Contract related,Y,N,50.0,402.0,8.0,,,,,0
ID2759,Jim,2021-02-17,15:46:05,Contract related,Y,Y,114.0,152.0,8.0,,,,,0
ID2762,Dan,2021-02-17,16:06:14,Payment related,Y,Y,87.0,150.0,8.0,,,,,0
ID2763,Jim,2021-02-17,16:14:53,Payment related,Y,N,55.0,67.0,10.0,,,,,100
ID2764,Martha,2021-02-17,16:14:53,Admin Support,Y,Y,97.0,354.0,8.0,,,,,0
ID2765,Martha,2021-02-17,16:27:50,Payment related,Y,N,12.0,268.0,6.0,,,,,-100
ID2767,Stewart,2021-02-17,16:36:29,Admin Support,Y,Y,79.0,181.0,10.0,,,,,100
ID2768,Martha,2021-02-17,16:36:29,Technical Support,Y,Y,11.0,383.0,6.0,,,,,-100
ID2769,Stewart,2021-02-17,17:11:02,Payment related,Y,N,69.0,39.0,8.0,,,,,0
ID2772,Jim,2021-02-17,17:12:29,Admin Support,Y,Y,123.0,108.0,6.0,,,,,-100
ID2774,Martha,2021-02-17,17:44:10,Admin Support,Y,N,48.0,214.0,8.0,,,,,0
ID2775,Joe,2021-02-17,17:54:14,Contract related,Y,Y,78.0,417.0,6.0,,,,,-100
ID2776,Joe,2021-02-17,17:54:14,Technical Support,Y,Y,109.0,244.0,6.0,,,,,-100
ID2777,Dan,2021-02-18,9:23:02,Technical Support,Y,N,61.0,354.0,10.0,,,,,100
ID2778,Greg,2021-02-18,9:23:02,Payment related,Y,Y,86.0,97.0,4.0,,,,,-100
ID2779,Greg,2021-02-18,9:43:12,Admin Support,Y,Y,74.0,412.0,8.0,,,,,0
ID2780,Diane,2021-02-18,9:43:12,Payment related,Y,Y,125.0,293.0,6.0,,,,,-100
ID2781,Becky,2021-02-18,10:00:29,Contract related,Y,N,64.0,369.0,4.0,,,,,-100
ID2782,Joe,2021-02-18,10:00:29,Streaming,Y,Y,63.0,126.0,6.0,,,,,-100
ID2783,Greg,2021-02-18,10:13:26,Admin Support,Y,Y,46.0,396.0,8.0,,,,,0
ID2784,Greg,2021-02-18,10:13:26,Admin Support,Y,Y,63.0,255.0,6.0,,,,,-100
ID2785,Joe,2021-02-18,10:16:19,Contract related,Y,Y,96.0,47.0,8.0,,,,,0
ID2786,Dan,2021-02-18,10:16:19,Streaming,Y,Y,37.0,265.0,6.0,,,,,-100
ID2787,Dan,2021-02-18,10:33:36,Contract related,Y,Y,73.0,204.0,8.0,,,,,0
ID2788,Diane,2021-02-18,10:33:36,Payment related,Y,Y,111.0,138.0,8.0,,,,,0
ID2790,Joe,2021-02-18,10:37:55,Streaming,Y,Y,79.0,188.0,4.0,,,,,-100
